"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"2458","1078","Ridgefield","1 Ethan Allen Highway","Ridgefield - 1078","","Located next to Keough Plaza!","Ridgefield","CT","06877","USA","2035440047","","ridgefieldct@snapfitness.com","www.snapfitness.com/ridgefieldct","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1078.pdf"
"2460","1065","Exeter","161 North E Street","Exeter - 1065","","","Exeter","CA","93221","USA","5595944317","","exeter@snapfitness.com","www.snapfitness.com/exeter","Yes",""
"2464","1054","Columbia Northeast","843 Polo Road","Columbia Northeast - 1054","","Polo Towne Center","Columbia","SC","29223","USA","8034629332","","columbianortheast@snapfitness.com","www.snapfitness.com/columbianortheast","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1054.pdf"
"2466","1029","Lynchburg","4119 Boonsboro Rd","Lynchburg - 1029","","","Lynchburg","VA","24503","USA","4343846600","","lynchburgva@snapfitness.com","www.snapfitness.com/lynchburgva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1029.pdf"
"2469","1034","Le Claire","1405 Eagle Ridge Road","Le Claire - 1034","Suite A","","Le Claire","IA","52753","USA","5632892700","","leclaire@snapfitness.com","www.snapfitness.com/leclaire","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1034.pdf"
"2478","1094","Chapel Hill","1848 Martin Luther King Jr. Blvd.","Chapel Hill - 1094","","Chapel Hill North","Chapel Hill","NC","27514","USA","9199606688","","chapelhillnc@snapfitness.com","www.snapfitness.com/chapelhillnc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1094.pdf"
"2484","1365","Little Rock-Downtown","1401 W. Capitol Ave.","Little Rock-Downtown - 1365","Plaza A","Victory Building","Little Rock","AR","72201","USA","5012468266","","littlerockdowntown@snapfitness.com","www.snapfitness.com/littlerockdowntown","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1365.pdf"
"2495","1055","Williamsburg","7500 Richmond Road, Suite D","Williamsburg - 1055","","","Williamsburg","VA","23188","USA","7572297627","","williamsburg@snapfitness.com","www.snapfitness.com/williamsburg","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1055.pdf"
"2499","1046","Cross Plains","34 Glaciers Edge Square","Cross Plains - 1046","","Across the lot from Piggly Wiggly","Cross Plains","WI","53528","USA","6084130008","","crossplainswi@snapfitness.com","www.snapfitness.com/crossplainswi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1046.pdf"
"2505","1412","Walnutport","200 S Best Ave.","Walnutport - 1412","","","Walnutport","PA","18088","USA","6107672616","","walnutport@snapfitness.com","www.snapfitness.com/walnutport","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1412.pdf"
"2512","1058","Abbeville","109 Rue Centre Suite 3","Abbeville - 1058","Hwy. 14 and Airport Rd.","Behind Farm Bureau","Abbeville","LA","70510","USA","3378930009","","abbeville@snapfitness.com","www.snapfitness.com/abbeville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1058.pdf"
"2514","1093","Tarpon Springs","852 E. Tarpon Ave.","Tarpon Springs - 1093","","Next to Panera in Publix Plaza","Tarpon Springs","FL","34689","USA","7279374999","","tarponspringsfl@snapfitness.com","www.snapfitness.com/tarponspringsfl","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1093.pdf"
"2516","1039","Bangalore-Koramangala","#586, 1st Floor, 80 Feet Road, 8th Block","Bangalore-Koramangala - 1039","","","Bangalore","KA","560093","IND","+91-9900506666","","koramangala@snapfitness.in","www.snapfitness.com/koramangala","Yes",""
"2517","1257","Middletown","312 E Main St.","Middletown - 1257","","","Middletown","DE","19709","USA","3023766969","","middletownde@snapfitness.com","www.snapfitness.com/middletownde","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1257.pdf"
"2518","1177","Herndon - Franklin Farm","13300 Franklin Farm Road","Herndon-Franklin Farm - 1177","","Off Rte 7100 and Franklin Farm Rd.","Herndon","VA","20171","USA","7034639886","","franklinfarm@snapfitness.com","www.snapfitness.com/franklinfarm","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1177.pdf"
"2529","1316","Camas","3316 NE Third Avenue","Camas - 1316","","Next to Walgreens and Grocery Outlet","Camas","WA","98607","USA","3608445584","","camas@snapfitness.com","www.snapfitness.com/camas","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1316.pdf"
"2530","1087","Woodland","1307 Lewis River Rd.","Woodland - 1087","","by Ace & Hi-School Pharmacy","Woodland","WA","98674","USA","3602251111","","woodland@snapfitness.com","www.snapfitness.com/woodland","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1087.pdf"
"2531","1228","Battle Ground","2312 West Main Street","Battle Ground - 1228","","","Battle Ground","WA","98604","USA","3607230100","","battleground@snapfitness.com","www.snapfitness.com/battleground","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1228.pdf"
"2539","1070","Chelsea","20 Chelsea Corners","Chelsea - 1070","Chelsea Corners Shopping Center","Next to Winn Dixie.","Chelsea","AL","35043","USA","2056784701","","chelsea@snapfitness.com","www.snapfitness.com/chelsea","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1070.pdf"
"2545","1067","Grenada","1324 Sunset Drive","Grenada - 1067","Suite A","","Grenada","MS","38901","USA","6622948800","","grenadams@snapfitness.com","www.snapfitness.com/grenadams","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1067.pdf"
"2546","1111","Talent","105 W. Valley View Road, Suite 1","Talent - 1111","","Hwy 99 between Valley View & Suncrest","Talent","OR","97540","USA","5415126077","","talentor@snapfitness.com","www.snapfitness.com/talentor","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1111.pdf"
"2547","1354","Medford","930 North Phoenix Road","Medford - 1354","#101","","Medford","OR","97504","USA","5412105888","","medfordor@snapfitness.com","www.snapfitness.com/medfordor","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1354.pdf"
"2548","1325","Jacksonville","650 G Street","Jacksonville - 1325","","Across from Gary West Meats on G Street","Jacksonville","OR","97530","USA","5417020700","","jacksonvilleor@snapfitness.com","www.snapfitness.com/jacksonvilleor","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1325.pdf"
"2550","1063","Springfield","363 River Street","Springfield - 1063","Suite 104","Behind the Royal Diner","Springfield","VT","05156","USA","8028862407","","springfieldvt@snapfitness.com","www.snapfitness.com/springfieldvt","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1063.pdf"
"2556","1108","Vinings","3621 Vinings Slope SE Suite 1100","Vinings - 1108","","Next to QT in Historic Vinings","Atlanta","GA","30339","USA","7706939013","","vinings@snapfitness.com","www.snapfitness.com/vinings","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1108.pdf"
"2576","1444","Edmonton North","15341 Castle Downs Road","Edmonton North - 1444","","Lakeside Landing (next door to Little Caesars Pizza)","Edmonton","AB","T5X 6C3","CAN","7808012850","","edmontonnorth@snapfitness.com","www.snapfitness.com/edmontonnorth","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1444.pdf"
"2577","1181","Edmonton West","5224 – 199 Street NW","Edmonton West - 1181","Hemingway Plaza","Hemingway Plaza (next door to Mac's)","Edmonton","AB","T6M 0E4","CAN","7807021654","","edmontonwest@snapfitness.com","www.snapfitness.com/edmontonwest","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1181.pdf"
"2589","1062","Querétaro","Prolongacion Corregidora Nte. #127 Local A","Querétaro - 1062","Euro Plaza","Euro Plaza","Querétaro","AG","76140","MEX","(01152) 4422463171","","quertero@snapfitness.com.mx","www.snapfitness.com/queretaro","Yes",""
"2591","1081","Warr Acres","4415 North MacArthur Blvd.","Warr Acres - 1081","","Across from Victory Church","Warr Acres","OK","73122","USA","4056037451","","warracres@snapfitness.com","www.snapfitness.com/warracres","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1081.pdf"
"2595","1140","Sarasota","5802 Bee Ridge Road","Sarasota - 1140","Suite 102","Behind Walgreens, Centergate plaza","Sarasota","FL","34232","USA","9413775646","","sarasota@snapfitness.com","www.snapfitness.com/sarasota","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1140.pdf"
"2596","1126","Birmingham","2835 Highland Avenue","Birmingham - 1126","","2835 Highland Ave. Close to ''ROJO''","Birmingham","AL","35205","USA","2052024010","","birminghamal@snapfitness.com","www.snapfitness.com/birminghamal","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1126.pdf"
"2614","1074","Lindstrom","12715 Lake Blvd.","Lindstrom - 1074","","","Lindstrom","MN","55045","USA","6512572348","","lindstrommn@snapfitness.com","www.snapfitness.com/lindstrommn","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1074.pdf"
"2627","1117","Girard","20 Sunset Drive","Girard - 1117","","","Girard","PA","16417","USA","8147740000","","girardpa@snapfitness.com","www.snapfitness.com/girardpa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1117.pdf"
"2636","1165","Burlington","1127 North Ave.","Burlington - 1165","","Ethan Allen Shopping Center","Burlington","VT","05408","USA","8028810707","","burlingtonvt@snapfitness.com","www.snapfitness.com/burlingtonvt","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1165.pdf"
"2637","1129","Palm Harbor West","1370 Tampa Rd.","Palm Harbor West - 1129","","Next to Sweetbay Supermarket","Palm Harbor","FL","34683","USA","7273307570","","palmharborwest@snapfitness.com","www.snapfitness.com/palmharborwest","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1129.pdf"
"2639","1100","Atlanta-West Midtown","1000 Marietta Street NW  Suite 240","Atlanta-West Midtown - 1100","","Located at BrickWorks Atlanta","Atlanta","GA","30318","USA","4047366127","","westmidtown@snapfitness.com","www.snapfitness.com/westmidtown","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1100.pdf"
"2646","1361","Holland","1153 Washington Ave.","Holland - 1361","Suite C and D","In the Family Fare Shopping Plaza","Holland","MI","49423","USA","6163551070","","hollandwashington@snapfitness.com","www.snapfitness.com/hollandwashington","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1361.pdf"
"2647","1137","Holland","12059 Felch St.","Holland - 1137","","Next to Bob's Butcher Block","Holland","MI","49424","USA","6167419380","","hollandfelch@snapfitness.com","www.snapfitness.com/hollandfelch","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1137.pdf"
"2655","1077","Morehead City","2900 Arendell St","Morehead City - 1077","","We are across from Lowes Foods.","Morehead City","NC","28557","USA","2526224222","","moreheadcitync@snapfitness.com","www.snapfitness.com/moreheadcitync","Yes",""
"2657","1120","Greencastle","1752 Indianapolis Road","Greencastle - 1120","","across from Wal-Mart","Greencastle","IN","46135","USA","7656534000","","greencastlein@snapfitness.com","www.snapfitness.com/greencastlein","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1120.pdf"
"2663","1426","Lakeway","2501 Ranch Road 620 South","Lakeway - 1426","Suite 140","","Lakeway","TX","78734","USA","5122756966","","lakeway@snapfitness.com","www.snapfitness.com/lakeway","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1426.pdf"
"2667","1809","Surry Hills","74 Wentworth Ave.","Surry Hills - 1809","","Northcott Drive and Bradford Close","Surry Hills","NS","2010","AUS","0240091186","","surryhills@snapfitness.com.au","www.snapfitness.com/Surry Hills","No",""
"2669","1154","Chandler","990 East Riggs Rd.","Chandler - 1154","Suite 4","Riggs and McQueen NW corner","Chandler","AZ","85249","USA","4803694457","","chandleraz@snapfitness.com","www.snapfitness.com/chandleraz","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1154.pdf"
"2673","1107","South Park","4110 Brownsville Rd","South Park - 1107","","In Champion Plaza","South Park","PA","15129","USA","4125957879","","southparkpa@snapfitness.com","www.snapfitness.com/southparkpa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1107.pdf"
"2685","1168","Avondale","921 Gap-Newport Pike","Avondale - 1168","","London Grove Village Shopping Ctr","Avondale","PA","19311","USA","6102688100","","avondalepa@snapfitness.com","www.snapfitness.com/avondalepa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1168.pdf"
"2704","1376","Poulsbo","1016 N.E. Forest Rock Lane","Poulsbo - 1376","#115","","Poulsbo","WA","98370","USA","3609306110","","poulsbo@snapfitness.com","www.snapfitness.com/poulsbo","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1376.pdf"
"2708","1133","Joppa","413 Pulaski Hwy.","Joppa - 1133","","","Joppa","MD","21085","USA","4436177520","","joppamd@snapfitness.com","www.snapfitness.com/joppamd","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1133.pdf"
"2710","1391","Corvallis Crossing","948 NW Circle Blvd.","Corvallis Crossing - 1391","","Corner of Circle and 9th","Corvallis","OR","97330","USA","5412305355","","corvalliscrossing@snapfitness.com","www.snapfitness.com/corvalliscrossing","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1391.pdf"
"2711","1162","Corvallis Sunset","5246 Philomath Blvd.","Corvallis Sunset - 1162","","Next to Safeway at 53rd/Philomath","Corvallis","OR","97333","USA","5417387627","","corvallissunset@snapfitness.com","www.snapfitness.com/corvallissunset","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1162.pdf"
"2712","1320","Eugene","2862 Willamette Street","Eugene - 1320","Suite A","Woodfield Station - Next to Market of Choice","Eugene","OR","97405","USA","5412254943","","woodfieldstation@snapfitness.com","www.snapfitness.com/woodfieldstation","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1320.pdf"
"2720","1110","Milwaukee-East side","1815 North Farwell Ave.","Milwaukee-East side - 1110","","","Milwaukee","WI","53202","USA","4142767627","","eastside@snapfitness.com","www.snapfitness.com/eastside","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1110.pdf"
"2732","1209","Statesboro","609 Brannen Street","Statesboro - 1209","Unit 16","Corner of Brannen Street and Lovett Road","Statesboro","GA","30458","USA","9127647627","","statesboroga@snapfitness.com","www.snapfitness.com/statesboroga","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1209.pdf"
"2736","1138","Gaylord","780 Edelweiss Village","Gaylord - 1138","","","Gaylord","MI","49735","USA","9897057627","","gaylordmi@snapfitness.com","www.snapfitness.com/gaylordmi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1138.pdf"
"2740","1179","Hope Mills","3350 Footbridge Lane","Hope Mills - 1179","","Hope Mills-1179","Fayetteville","NC","28306","USA","9104237627","","hopemills@snapfitness.com","www.snapfitness.com/hopemills","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1179.pdf"
"2761","1279","Mayer","255 Ash Ave. N","Mayer - 1279","","","Mayer","MN","55360","USA","9523734084","","mayermn@snapfitness.com","www.snapfitness.com/mayermn","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1279.pdf"
"2765","1149","Sugar Hill","5885 Cumming Hwy.","Sugar Hill - 1149","Ste. 401-402","In the Publix shopping plaza","Sugar Hill","GA","30518","USA","6787656301","","sugarhillga@snapfitness.com","www.snapfitness.com/sugarhillga","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1149.pdf"
"2770","1109","West Milford","20 Marshall Hill Rd.","West Milford - 1109","","","West Milford","NJ","07480","USA","9735064333","","westmilfordnj@snapfitness.com","www.snapfitness.com/westmilfordnj","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1109.pdf"
"2772","1144","Raceland","4840 Hwy 1","Raceland - 1144","Suite 3","","Raceland","LA","70394","USA","9855322204","","racelandla@snapfitness.com","www.snapfitness.com/racelandla","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1144.pdf"
"2781","1183","Calgary-Riverbend","404-8338 18 Street Southeast","Calgary-Riverbend - 1183","","Riverbend Shopping Centre","Calgary","AB","T2C 4E4","CAN","4034527627","","riverbend@snapfitness.com","www.snapfitness.com/riverbend","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1183.pdf"
"2783","1150","Medicine Hat","2201 Box Springs Boulevard N.W.","Medicine Hat - 1150","#110","Were next to Costco","Medicine Hat","AB","T1C 0C8","CAN","4035276277","","medicinehat@snapfitness.com","www.snapfitness.com/medicinehat","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1150.pdf"
"2786","1127","Bay Minette","201 Chamber Dr.","Bay Minette - 1127","","Located Next to Aaron's Rents","Bay Minette","AL","36507","USA","2515800810","","bayminette@snapfitness.com","www.snapfitness.com/bayminette","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1127.pdf"
"2790","1102","Strathpine","Shop 203, level 1","Strathpine - 1102","","Westfield Shopping Centre","Strathpine","QL","4500","AUS","07 31420513","","strathpine@snapfitness.com.au","www.snapfitness.com/strathpine","Yes",""
"2794","1103","Milton","1/16 Baroona Road","Milton - 1103","","1/16 Baroon Rd Milton","Brisbane","QL","4064","AUS","0733698142","","milton@snapfitness.com.au","www.snapfitness.com/milton","Yes",""
"2795","1104","Bangalore-Kalyan Nagar","No. 402, 2nd Floor, HRBR Layout 2nd Block, Kaiyan Nagar","Bangalore-Kalyan Nagar - 1104","","","Bangalore","KA","560083","IND","080-42084342","","banasvadi@snapfitness.in","www.snapfitness.com/kalyannagar","Yes",""
