"LOCATIONNUMBER","OLDLOCATIONID","LOCATIONID","NAME","PHONE","EMAIL","ADDRESS1","ADDRESS2","CITY","STATE","POSTALCODE","COUNTRY","BUSINESSENTITYCODE","LOCATIONSTATUSNAME","LOCATIONSTATUSCODE","WEBSITEURL","LOCATIONDESCRIPTION","LOCATIONNAMEIDENTIFIER","ISCORPORATE","MAP"
"273","","441","San Antonio","210--91-2-76","sanantonio@snapfitness.com","7715 Mainland Drive","Suite 119","San Antonio","TX","78250","USA","snapfitness","Open","open","www.snapfitness.com/sanantonio","","San Antonio - 273","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_273.pdf"
"276","","364","Altoona","814--31-0-99","altoona@snapfitness.com","228 E. Chestnut Ave","","Altoona","PA","16601","USA","snapfitness","Open","open","www.snapfitness.com/altoona","","Altoona - 276","0",""
"277","","380","Mount Horeb","608--43-7-76","mounthoreb@snapfitness.com","1855 Business Hwy. 18","","Mount Horeb","WI","53572","USA","snapfitness","Open","open","www.snapfitness.com/mounthoreb","","Mount Horeb - 277","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_277.pdf"
"279","","573","Pine Brook","973-575-0052","pinebrook@snapfitness.com","16 Route 46","PO Box 252","Pine Brook","NJ","07058","USA","snapfitness","Open","open","www.snapfitness.com/pinebrook","","Pine Brook - 279","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_279.pdf"
"28","","179","Rice Lake","715-434-7627","ricelake@snapfitness.com","225 South Main Street","","Rice Lake","WI","54868","USA","snapfitness","Open","open","www.snapfitness.com/ricelake","","Rice Lake - 28","0",""
"280","","530","Le Center","507-357-2242","lecenter@snapfitness.com","100 E. Minnesota St.","","Le Center","MN","56057","USA","snapfitness","Open","open","www.snapfitness.com/lecenter","","Le Center - 280","0",""
"281","","537","Grand Blanc","810-694-4000","grandblanc@snapfitness.com","4501 East Hill Road","","Grand Blanc","MI","48439","USA","snapfitness","Open","open","www.snapfitness.com/grandblanc","","Grand Blanc - 281","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_281.pdf"
"283","","600","Minneapolis- Northeast","612--74-6-40","neminneapolis@snapfitness.com","945 Broadway Street NE","","Minneapolis","MN","55413","USA","snapfitness","Open","open","www.snapfitness.com/neminneapolis","","Minneapolis-Northeast - 283","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_283.pdf"
"285","","437","Louisville, CO","720--89-0-70","louisvilleco@snapfitness.com","165 McCaslin Blvd","Suite B","Louisville","CO","80027","USA","snapfitness","Open","open","www.snapfitness.com/louisvilleco","","Louisville, CO - 285","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_285.pdf"
"286","","545","Fort Dodge","515-576-5599","fortdodge@snapfitness.com","2105 5th Ave. South","","Fort Dodge","IA","50501","USA","snapfitness","Open","open","www.snapfitness.com/fortdodge","","Fort Dodge - 286","0",""
"288","","368","Pullman","509--33-4-76","pullman@snapfitness.com","745 N. Grand Ave.","","Pullman","WA","99163","USA","snapfitness","Open","open","www.snapfitness.com/pullman","","Pullman - 288","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_288.pdf"
"290","","275","Shingle Springs","530--67-2-27","shinglesprings@snapfitness.com","3975 Durock Road","Suite 104","Shingle Springs","CA","95682","USA","snapfitness","Open","open","www.snapfitness.com/shinglesprings","","Shingle Springs - 290","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_290.pdf"
"291","","465","Indian Trail","704-226-1315","indiantrail@snapfitness.com","1310 Wesley Chapel Rd.","","Indian Trail","NC","28079","USA","snapfitness","Open","open","www.snapfitness.com/indiantrail","","Indian Trail - 291","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_291.pdf"
"295","","326","Burlington","262--76-7-14","burlingtonwi@snapfitness.com","116 N Dodge Street","Unit 2","Burlington","WI","53105","USA","snapfitness","Open","open","www.snapfitness.com/burlingtonwi","","Burlington - 295","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_295.pdf"
"296","","321","Tucson","520--29-3-15","tucson2@snapfitness.com","5095 North La Canada Blvd.","","Tucson","AZ","85704","USA","snapfitness","Open","open","www.snapfitness.com/tucson2","","Tucson - 296","0",""
"297","","521","Houma","985--87-3-85","houma@snapfitness.com","292 South Hollywood Road","","Houma","LA","70360","USA","snapfitness","Open","open","www.snapfitness.com/houma","","Houma - 297","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_297.pdf"
"299","","389","Lakeville","952-997-9753","lakeville@snapfitness.com","7409 179th Street","","Lakeville","MN","55044","USA","snapfitness","Open","open","www.snapfitness.com/lakeville","","Lakeville - 299","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_299.pdf"
"3","","82","Glencoe","320-864-5565","glencoe@snapfitness.com","712 11th Street East","","Glencoe","MN","55336","USA","snapfitness","Open","open","www.snapfitness.com/glencoe","","Glencoe - 3","0",""
"30","","174","Prior Lake","952-440-1660","priorlake@snapfitness.com","16731 Hwy 13 South","South Lake Village","Prior Lake","MN","55372","USA","snapfitness","Open","open","www.snapfitness.com/priorlake","","Prior Lake - 30","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_30.pdf"
"303","","400","Oregon City","503--65-6-25","oregoncity@snapfitness.com","19703 S Highway 213","Ste. 170","Oregon City","OR","97045","USA","snapfitness","Open","open","www.snapfitness.com/oregoncity","","Oregon City - 303","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_303.pdf"
"304","","525","Coeur d Alene","208--77-2-49","coeurdalene@snapfitness.com","3270 W. Prairie Ave.","","Coeur d Alene","ID","83815","USA","snapfitness","Open","open","www.snapfitness.com/coeurdalene","","Coeur d Alene - 304","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_304.pdf"
"305","","414","Louisville - Lyndon","502-426-9848","louisville@snapfitness.com","8105 LaGrange Road","","Louisville","KY","40222","USA","snapfitness","Open","open","www.snapfitness.com/louisville","","Louisville-Lyndon - 305","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_305.pdf"
"306","","406","Clarkston","248--62-5-21","clarkston@snapfitness.com","5900 Sashabaw Rd.","","Clarkston","MI","48346","USA","snapfitness","Open","open","www.snapfitness.com/clarkston","","Clarkston - 306","0",""
"308","","296","Belgrade","406--38-8-04","belgrade@snapfitness.com","207 West Main Street","","Belgrade","MT","59714","USA","snapfitness","Open","open","www.snapfitness.com/belgrade","","Belgrade - 308","0",""
"309","","553","Reedsburg","608--76-8-73","reedsburg@snapfitness.com","1587 East Main Street","","Reedsburg","WI","53959","USA","snapfitness","Open","open","www.snapfitness.com/reedsburg","","Reedsburg - 309","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_309.pdf"
"31","","48","Cold Spring","320-685-8836","coldspring@snapfitness.com","20 Red River Ave. South","Suite #120","Cold Spring","MN","56320","USA","snapfitness","Open","open","www.snapfitness.com/coldspring","","Cold Spring - 31","0",""
"310","","419","Farmerville","318--36-8-48","farmerville@snapfitness.com","787 Sterlington Hwy","","Farmerville","LA","71241","USA","snapfitness","Open","open","www.snapfitness.com/farmerville","","Farmerville - 310","0",""
"311","","404","Forest","601--46-9-92","forest@snapfitness.com","1303 Highway 35 South","","Forest","MS","39074","USA","snapfitness","Open","open","www.snapfitness.com/forest","","Forest - 311","0",""
"313","","416","Olathe","913-829-7627","olathe@snapfitness.com","14162 W. 119th St.","","Olathe","KS","66062","USA","snapfitness","Open","open","www.snapfitness.com/olathe","","Olathe - 313","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_313.pdf"
"314","","354","Lake Villa","847--83-8-12","lakevilla@snapfitness.com","850 Tower Drive","Unit 118","Lake Villa","IL","60046","USA","snapfitness","Open","open","www.snapfitness.com/lakevilla","","Lake Villa - 314","0",""
"315","","921","Grand Rapids","616--45-3-66","grandrapidsmi@snapfitness.com","2056 Lake Michigan Dr. NW","","Grand Rapids","MI","49504","USA","snapfitness","Open","open","www.snapfitness.com/grandrapidsmi","","Grand Rapids - 315","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_315.pdf"
"316","","353","Round Lake","847--54-6-14","roundlake2@snapfitness.com","389 N. Wilson Rd.","","Round Lake","IL","60073","USA","snapfitness","Open","open","www.snapfitness.com/roundlake2","","Round Lake - 316","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_316.pdf"
"317","","288","Golden Valley","763-544-0055","goldenvalley@snapfitness.com","687 Winnetka Ave N","","Golden Valley","MN","55427","USA","snapfitness","Open","open","www.snapfitness.com/goldenvalley","","Golden Valley - 317","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_317.pdf"
"318","","311","Sherwood","503--62-5-27","sherwood@snapfitness.com","16080 SW Tualatin-Sherwood Rd.","","Sherwood","OR","97140","USA","snapfitness","Open","open","www.snapfitness.com/sherwood","","Sherwood - 318","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_318.pdf"
"319","","519","Luling","985--78-5-17","luling@snapfitness.com","12807 Hwy. 90","","Luling","LA","70070","USA","snapfitness","Open","open","www.snapfitness.com/luling","","Luling - 319","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_319.pdf"
"32","","73","Farmington","651-460-2220","farmington@snapfitness.com","18450 Pilot Knob Road","","Farmington","MN","55024","USA","snapfitness","Open","open","www.snapfitness.com/farmington","","Farmington - 32","0",""
"321","","522","Niceville","850-678-7627","niceville@snapfitness.com","144 Palm Blvd","","Niceville","FL","32578","USA","snapfitness","Open","open","www.snapfitness.com/niceville","","Niceville - 321","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_321.pdf"
"322","","531","Yuma","928--78-2-39","yuma@snapfitness.com","2780 South Pacific Ave.","Suite B","Yuma","AZ","85365","USA","snapfitness","Open","open","www.snapfitness.com/yuma","","Yuma - 322","0",""
"324","","706","Chariton","715-254-9652","chariton@snapfitness.com","110 N. Grand Street","","Chariton","IA","50049","USA","snapfitness","Open","open","www.snapfitness.com/chariton","","Chariton - 324","0",""
"326","","294","Paris","903--78-4-25","paris@snapfitness.com","2705 Clarksville St.","","Paris","TX","75460","USA","snapfitness","Open","open","www.snapfitness.com/paris","","Paris - 326","0",""
"328","","510","Colgate","262--62-8-28","colgate@snapfitness.com","N95W25901 County Rd Q","","Colgate","WI","53017","USA","snapfitness","Open","open","www.snapfitness.com/colgate","","Colgate - 328","0",""
"329","","338","Pacific","636--25-7-79","pacific@snapfitness.com","250 LaMar Parkway","","Pacific","MO","63069","USA","snapfitness","Open","open","www.snapfitness.com/pacificmo","","Pacific - 329","0",""
"33","","28","Bloomington","952-884-5166","bloomington@snapfitness.com","10800 Nesbitt Ave. S","","Bloomington","MN","55437","USA","snapfitness","Open","open","www.snapfitness.com/bloomington","","Bloomington - 33","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_33.pdf"
"330","","576","Casa Grande","520--42-3-01","casagrande@snapfitness.com","1667 N. Trekell Road","","Casa Grande","AZ","85122","USA","snapfitness","Open","open","www.snapfitness.com/casagrande","","Casa Grande - 330","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_330.pdf"
"331","","634","Rogers","763-428-2208","rogers@snapfitness.com","13635 Northdale Blvd.","","Rogers","MN","55374","USA","snapfitness","Open","open","www.snapfitness.com/rogers","","Rogers - 331","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_331.pdf"
"332","","513","Silverthorne","970--46-8-98","silverthorne@snapfitness.com","358 Blue River Pkwy Suite B","PO Box 1247","Silverthorne","CO","80498","USA","snapfitness","Open","open","www.snapfitness.com/silverthorne","","Silverthorne - 332","0",""
"334","","636","Knoxville","865-577-6633","knoxville@snapfitness.com","7343 Chapman Highway","","Knoxville","TN","37920","USA","snapfitness","Open","open","www.snapfitness.com/knoxville","","Knoxville - 334","0",""
"335","","710","Westfield","317-867-7627","westfield@snapfitness.com","220 West 161st Street","","Westfield","IN","46074","USA","snapfitness","Open","open","www.snapfitness.com/westfield","","Westfield - 335","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_335.pdf"
"336","","300","Wadena","218-632-5500","wadena@snapfitness.com","618 Jefferson Street N.","","Wadena","MN","56482","USA","snapfitness","Open","open","www.snapfitness.com/wadena","","Wadena - 336","1",""
"338","","693","Lexington","859-271-8210","lexingtonky@snapfitness.com","4384 Clearwater Way","","Lexington","KY","40515","USA","snapfitness","Open","open","www.snapfitness.com/lexingtonky","","Lexington - 338","0",""
"34","","186","Rockford","763--26-7-75","rockford@snapfitness.com","8022 Highway 55","","Rockford","MN","55373","USA","snapfitness","Open","open","www.snapfitness.com/rockford","","Rockford - 34","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_34.pdf"
"340","","754","Edinboro","814-273-1100","edinboro@snapfitness.com","606 Erie Street","","Edinboro","PA","16412","USA","snapfitness","Open","open","www.snapfitness.com/edinboro","","Edinboro - 340","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_340.pdf"
"341","","690","Greenville","903--45-5-76","greenvilletx@snapfitness.com","8118 Wesley Street","","Greenville","TX","75402","USA","snapfitness","Open","open","www.snapfitness.com/greenvilletx","","Greenville - 341","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_341.pdf"
"343","","520","Jacksonville","904-738-8325","jacksonvillefl@snapfitness.com","2216 Oak Street","","Jacksonville","FL","32204","USA","snapfitness","Open","open","www.snapfitness.com/jacksonvillefl","","Jacksonville - 343","0",""
"344","","485","Harrisburg","717-540-5414","harrisburg@snapfitness.com","2308 Patton Rd","","Harrisburg","PA","17112","USA","snapfitness","Open","open","www.snapfitness.com/harrisburg","","Harrisburg - 344","0",""
"346","","498","Havre de Grace","410--93-9-95","havredegrace@snapfitness.com","2015-E Pulaski Highway","","Havre de Grace","MD","21078","USA","snapfitness","Open","open","www.snapfitness.com/havredegrace","","Havre de Grace - 346","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_346.pdf"
"347","","435","South Pasadena","626-403-6463","southpasadena@snapfitness.com","807-A Meridian Ave.","","South Pasadena","CA","91030","USA","snapfitness","Open","open","www.snapfitness.com/southpasadena","","South Pasadena - 347","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_347.pdf"
"348","","626","Derby","716-947-9010","derby@snapfitness.com","6950 Erie Rd.","","Derby","NY","14047","USA","snapfitness","Open","open","www.snapfitness.com/derby","","Derby - 348","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_348.pdf"
"35","","66","Eden Prairie","952-944-7627","edenprairie@snapfitness.com","8767 Columbine Rd.","","Eden Prairie","MN","55344","USA","snapfitness","Open","open","www.snapfitness.com/edenprairie","","Eden Prairie - 35","0",""
"351","","572","Staples","218-895-7627","staples@snapfitness.com","106 NE 4th Street","","Staples","MN","56479","USA","snapfitness","Open","open","www.snapfitness.com/staples","","Staples - 351","0",""
"354","","579","North Ogden","801--73-7-15","northogden@snapfitness.com","2331 North Washington Blvd.","","North Ogden","UT","84414","USA","snapfitness","Open","open","www.snapfitness.com/northogden","","North Ogden - 354","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_354.pdf"
"355","","470","Sterling Heights","586--53-2-78","sterlingheights@snapfitness.com","42918 Schoenherr Rd","","Sterling Heights","MI","48313","USA","snapfitness","Open","open","www.snapfitness.com/sterlingheights","","Sterling Heights - 355","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_355.pdf"
"356","","549","Palatine","847--35-8-76","palatine@snapfitness.com","19 West Wilson","","Palatine","IL","60067","USA","snapfitness","Open","open","www.snapfitness.com/palatine","","Palatine - 356","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_356.pdf"
"359","","292","Ponchatoula","985--38-6-71","ponchatoula@snapfitness.com","18539 Hwy 22","","Ponchatoula","LA","70454","USA","snapfitness","Open","open","www.snapfitness.com/Ponchatoula","","Ponchatoula - 359","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_359.pdf"
"36","","99","Hudson","715-377-7950","hudson@snapfitness.com","824 Carmichael Rd.","","Hudson","WI","54016","USA","snapfitness","Open","open","www.snapfitness.com/hudson","","Hudson - 36","0",""
"361","","592","Greenville","937-547-3311","greenville@snapfitness.com","1317 Wagner Ave","","Greenville","OH","45331","USA","snapfitness","Open","open","www.snapfitness.com/greenville","","Greenville - 361","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_361.pdf"
